,id,listing_url,scrape_id,last_scraped,source,name,description,neighborhood_overview,picture_url,host_id,host_url,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month
5781,936272184515395757,https://www.airbnb.com/rooms/936272184515395757,20240928012050,2024-09-28,city scrape,Nyoppusset romslig leilighet,"Quiet surroundings in a quiet and family friendly neighborhood, close to nice hiking areas. 4 minutes away from the subway to Oslo city centre.<br />Rented to 1-2 people. <br /><br />I live in the apartment myself and rent it out during holidays and when I'm out of town. <br /><br />Location: high 1st floor. <br /><br />There is free street parking in the immediate vicinity of the apartment. <br /><br />One bedroom with a double bed (180cm).","Family-friendly, quiet, and quiet neighborhood surrounded by large green spaces",https://a0.muscache.com/pictures/hosting/Hosting-936272184515395757/original/53aea25a-a2e4-4cef-bdf7-6dd93804a552.jpeg,69307583,https://www.airbnb.com/users/show/69307583,Nina,2016-04-28,"Oslo, Norway",,within a day,100%,73%,f,https://a0.muscache.com/im/pictures/user/User-69307583/original/fb36bf2e-493d-41eb-9446-dfc5994f5add.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-69307583/original/fb36bf2e-493d-41eb-9446-dfc5994f5add.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,f,"Oslo kommune, Oslo, Norway",Nordstrand,,59.8691115,10.8242597,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Room-darkening shades"", ""Cooking basics"", ""Essentials"", ""Free street parking"", ""Freezer"", ""Refrigerator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Drying rack for clothing"", ""Hot water"", ""TV"", ""Private patio or balcony"", ""Cleaning products"", ""Free washer"", ""Smoke alarm"", ""Dishwasher"", ""Heating"", ""Oven"", ""Fast wifi \u2013 97 Mbps"", ""Kitchen"", ""Portable fans"", ""Dining table"", ""Garden view""]",$943.00,3,10,3,3,10,10,3.0,10.0,,t,14,27,51,141,2024-09-28,11,7,1,2023-08-04,2024-08-30,4.82,4.73,4.82,4.91,4.73,4.73,4.64,,f,1,1,0,0,0.78
5856,941208302664932613,https://www.airbnb.com/rooms/941208302664932613,20240928012050,2024-09-28,city scrape,Idyllisk 3 roms leilighet  på Kampen.,Recharge your batteries at this unique and tranquil property.,,https://a0.muscache.com/pictures/miso/Hosting-941208302664932613/original/c3e53a00-c768-40b0-9406-da49165a3d8e.jpeg,27095539,https://www.airbnb.com/users/show/27095539,Nina,2015-02-02,"Oslo, Norway",Oslo based production designer for film and television drama. Often traveling with my daughter. Like to experience atmospheres in new places. Not so much for tourist traps.,within an hour,100%,57%,f,https://a0.muscache.com/im/users/27095539/profile_pic/1422887092/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/27095539/profile_pic/1422887092/original.jpg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,t,,Gamle Oslo,,59.9135627,10.7809424,Entire rental unit,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""TV"", ""Fire extinguisher"", ""Wifi"", ""Kitchen"", ""Outdoor dining area"", ""BBQ grill"", ""Washer"", ""Dedicated workspace"", ""First aid kit"", ""Smoke alarm""]","$1,400.00",6,150,6,6,150,150,6.0,150.0,,t,27,57,87,87,2024-09-28,6,5,1,2023-08-19,2024-09-23,5.0,5.0,4.83,5.0,5.0,4.83,4.83,,f,1,1,0,0,0.44
5864,941976829086808559,https://www.airbnb.com/rooms/941976829086808559,20240928012050,2024-09-28,city scrape,Fresh og sentral leilighet,Keep it simple at this quiet and centrally-located place.,"The apartment is located right near 3 grocery stores (Rema, Kiwi and Coop Mega). Hasle torg has a selection of small shops as well as a wine monopoly.",https://a0.muscache.com/pictures/miso/Hosting-941976829086808559/original/45227b00-2414-4a99-9772-1d9f14994a64.jpeg,36035163,https://www.airbnb.com/users/show/36035163,Nina,2015-06-17,"Oslo, Norway","I am a teacher living in Oslo. I love to travel, see the world and meet new people!",within a few hours,100%,50%,f,https://a0.muscache.com/im/pictures/user/f5cb0564-772e-4cd8-948e-b3d74871708f.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/f5cb0564-772e-4cd8-948e-b3d74871708f.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,"Gamle Oslo, Oslo, Norway",Grünerløkka,,59.92059530357957,10.792435877464058,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Refrigerator"", ""First aid kit"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""TV"", ""Wifi"", ""Baking sheet"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Hangers"", ""Central heating"", ""Host greets you"", ""Oven"", ""Coffee maker: drip coffee maker"", ""Backyard"", ""Kitchen"", ""Induction stove""]","$1,016.00",2,50,2,2,50,50,2.0,50.0,,t,28,58,88,178,2024-09-28,4,4,0,2024-06-14,2024-08-26,4.75,4.5,4.75,5.0,5.0,4.5,4.75,,f,1,1,0,0,1.12
5920,945439685926420081,https://www.airbnb.com/rooms/945439685926420081,20240928012050,2024-09-28,previous scrape,Unik leilighet i Grünerløkka,"Welcome to this unique and creative apartment in the heart of Grünerløkka, Oslo! <br /><br />Grocery store just across the street and minutes to tram, subway and bus. Experience charming Rodeløkka as well as the lively diversity of Grünerløkka with restaurants and shops. <br /><br />The modern 58 sqm apartment has an open living room/kitchen solution and a well-equipped kitchen. Enjoy entertainment on the TV with Sonos sound system or relax on the glorious balcony. Perfect for couples, friends, and solo travelers!","The apartment is located in Rodeløkka, a charming historic neighborhood with a village atmosphere in the middle of the city. The neighborhood is located between Carl Berners Square and trendy Grünerløkka, with a selection of bars, restaurants and shops. The area is known for its old wooden houses that were basically built as a suburb of Christiania outside the city limits in the expansion of urban areas in 1859, and then there was a ban on building wooden houses in the city. This is therefore one of Oslo's few areas with this classic Norwegian village vibe. In 1988, the remaining wooden houses in the area were declared worthy of preservation.",https://a0.muscache.com/pictures/miso/Hosting-945439685926420081/original/483e0c34-012b-46a7-8459-068df835eb1d.jpeg,216983707,https://www.airbnb.com/users/show/216983707,Nina,2018-09-24,"Akershus, Norway","Jeg ble født svært nysgjerrig og har alltid vært fasinert av mennesker, hvordan vi relaterer oss til hverandre og til denne svevende kulen vi liker å kalle ""Jorda"". Dette ledet meg til en grad i klimafysikk, etterfulgt av koordinator for den norske CERN-forskningen og nå Future leaders Global. På fritiden er jeg svært kreativ og elsker dans, fotografi, dikt og musikk. Og ja, jeg spiser desserten før middag.",within a day,90%,66%,f,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Oslo, Norway",Grünerløkka,,59.92408,10.77628,Entire rental unit,Entire home/apt,2,,1 bath,1.0,,"[""Wine glasses"", ""Game console: PS3"", ""Cooking basics"", ""City skyline view"", ""Blender"", ""Essentials"", ""Outdoor furniture"", ""Freezer"", ""Long term stays allowed"", ""Refrigerator"", ""Books and reading material"", ""Fast wifi \u2013 539 Mbps"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Define conditioner"", ""Drying rack for clothing"", ""Hot water"", ""Stainless steel single oven"", ""Hot water kettle"", ""Hair dryer"", ""Baking sheet"", ""Private patio or balcony"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""HDTV with Apple TV, Amazon Prime Video, Disney+, Netflix, HBO Max"", ""Shared gym nearby"", ""Annet stainless steel induction stove"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Paid street parking off premises"", ""Sonos Bluetooth sound system"", ""Clothing storage: closet"", ""Central heating"", ""Define shampoo"", ""Dr Greve body soap"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Dining table"", ""Coffee""]",,3,1125,3,3,1125,1125,3.0,1125.0,,t,0,0,0,0,2024-09-28,13,8,0,2023-07-30,2024-07-11,4.92,4.85,4.92,5.0,4.92,4.69,5.0,,f,4,2,2,0,0.91
5925,945713355911309747,https://www.airbnb.com/rooms/945713355911309747,20240928012050,2024-09-28,city scrape,Leilighet på St. Hanshaugen,"Welcome to a beautiful and modern 3 bedroom apartment in quiet surroundings on idyllic St.Hanshaugen. <br />The apartment sits in a tranquil backyard on the 2nd floor with balcony facing the lush garden of the city hall. <br />Public transport, restaurants and cafes in the immediate vicinity. St.Hanshaugen park is only 2 minutes walking distance away.","Quiet, safe and family friendly. Short distance to parks, restaurants, cafe's and grocery stores.",https://a0.muscache.com/pictures/abf7adc0-a896-4fc3-935e-324c70d4100f.jpg,101627143,https://www.airbnb.com/users/show/101627143,Nina,2016-10-28,"Oslo, Norway",,within an hour,100%,100%,f,https://a0.muscache.com/im/pictures/user/User-101627143/original/7318709a-b1cc-4032-8ca8-5f259744e24c.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-101627143/original/7318709a-b1cc-4032-8ca8-5f259744e24c.jpeg?aki_policy=profile_x_medium,,1,2,"['email', 'phone']",t,f,"Sankt Hanshaugen, Oslo, Norway",St. Hanshaugen,,59.9285121854509,10.746112299999997,Entire rental unit,Entire home/apt,4,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Room-darkening shades"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Indoor fireplace"", ""Freezer"", ""Long term stays allowed"", ""Shared backyard"", ""Refrigerator"", ""First aid kit"", ""Fire pit"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""BBQ grill"", ""Washer"", ""Iron"", ""Drying rack for clothing"", ""Hot water"", ""Conditioner"", ""TV"", ""Stainless steel single oven"", ""Wifi"", ""Private patio or balcony"", ""Baking sheet"", ""Outdoor dining area"", ""Cleaning products"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Heating"", ""Private entrance"", ""Paid street parking off premises"", ""Sonos Bluetooth sound system"", ""Microwave"", ""Outdoor playground"", ""Host greets you"", ""Coffee maker: drip coffee maker"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Ethernet connection"", ""Shower gel"", ""Stove"", ""Dining table"", ""Shampoo""]","$1,600.00",4,365,4,4,365,365,4.0,365.0,,t,8,15,20,20,2024-09-28,5,5,0,2023-10-09,2024-08-04,5.0,5.0,5.0,5.0,4.8,5.0,5.0,,f,1,1,0,0,0.42
5926,945804405224393575,https://www.airbnb.com/rooms/945804405224393575,20240928012050,2024-09-28,previous scrape,Rom på Grünerløkka,"Welcome to this unique and creative apartment in the heart of Grünerløkka, Oslo! <br /><br />Grocery store, pharmacy and other just across the street and minutes to tram, subway and bus. Experience charming Rodeløkka as well as lively Grünerløkka with restaurants and shops. <br /><br />I travel a lot and have a very flexible everyday life. Thus, I am very open for sharing my apartment with others.","The apartment is located in Rodeløkka, a charming historic neighborhood with a village atmosphere in the middle of the city. The neighborhood is located between Carl Berners Square and trendy Grünerløkka, with a selection of bars, restaurants and shops. The area is known for its old wooden houses that were basically built as a suburb of Christiania outside the city limits in the expansion of urban areas in 1859, and then there was a ban on building wooden houses in the city. This is therefore one of Oslo's few areas with this classic Norwegian village vibe. In 1988, the remaining wooden houses in the area were declared worthy of preservation.",https://a0.muscache.com/pictures/miso/Hosting-945439685926420081/original/4864862a-4c8e-4dee-abde-490c7b0579dd.jpeg,216983707,https://www.airbnb.com/users/show/216983707,Nina,2018-09-24,"Akershus, Norway","Jeg ble født svært nysgjerrig og har alltid vært fasinert av mennesker, hvordan vi relaterer oss til hverandre og til denne svevende kulen vi liker å kalle ""Jorda"". Dette ledet meg til en grad i klimafysikk, etterfulgt av koordinator for den norske CERN-forskningen og nå Future leaders Global. På fritiden er jeg svært kreativ og elsker dans, fotografi, dikt og musikk. Og ja, jeg spiser desserten før middag.",within a day,90%,66%,f,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Oslo, Norway",Grünerløkka,,59.92618,10.77561,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Wine glasses"", ""Patio or balcony"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Outdoor furniture"", ""Freezer"", ""Long term stays allowed"", ""Refrigerator"", ""Books and reading material"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Stainless steel induction stove"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Define conditioner"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Hot water kettle"", ""Hair dryer"", ""Game console"", ""Baking sheet"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Shared gym nearby"", ""Sonos sound system"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Heating"", ""Paid street parking off premises"", ""Define shampoo"", ""Oven"", ""Dr Greve body soap"", ""Lock on bedroom door"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 537 Mbps"", ""Paid parking lot on premises"", ""HDTV with HBO Max, Netflix, Apple TV, Amazon Prime Video, Disney+"", ""Shower gel"", ""Dining table"", ""Coffee""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2024-09-28,27,17,1,2023-08-02,2024-09-01,5.0,5.0,4.89,4.89,5.0,4.85,4.96,,f,4,2,2,0,1.91
6075,957910833038904299,https://www.airbnb.com/rooms/957910833038904299,20240928012050,2024-09-28,previous scrape,A Joyful Oasis at Grünerløkka,"Welcome to this unique and creative apartment apartment in heart of cozy Grünerløkka, Oslo! Perfect for home office and very central to public transport. <br /><br />Grocery store, pharmacy and other just across the street and 2 minutes to tram, subway and bus. Experience charming Rodeløkka as well as lively Grünerløkka with restaurants and shops. <br /><br />I travel a lot and have a very flexible everyday life. Thus, I am sharing my apartment with other souls on travel.","The apartment is located in Rodeløkka, a charming historic neighborhood with a village atmosphere in the heart of the city. The neighborhood lies between Carl Berners plass and the trendy Grünerløkka, offering a variety of bars, restaurants, and shops.<br /><br />The area is known for its old wooden houses, which were originally built as a suburb to Christiania (now Oslo) outside the city limits during the expansion of urban areas in 1859. At that time, there was a prohibition against constructing wooden houses within the city. Therefore, this is one of Oslo's few areas that exudes the classic Norwegian countryside vibe. In 1988, the remaining wooden houses in the area were declared worthy of preservation.",https://a0.muscache.com/pictures/miso/Hosting-957910833038904299/original/21595289-8ddb-4ce5-b11b-428c27610926.jpeg,216983707,https://www.airbnb.com/users/show/216983707,Nina,2018-09-24,"Akershus, Norway","Jeg ble født svært nysgjerrig og har alltid vært fasinert av mennesker, hvordan vi relaterer oss til hverandre og til denne svevende kulen vi liker å kalle ""Jorda"". Dette ledet meg til en grad i klimafysikk, etterfulgt av koordinator for den norske CERN-forskningen og nå Future leaders Global. På fritiden er jeg svært kreativ og elsker dans, fotografi, dikt og musikk. Og ja, jeg spiser desserten før middag.",within a day,90%,66%,f,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Grünerløkka, Oslo, Norway",Grünerløkka,,59.92380424838301,10.776326217295876,Private room in rental unit,Private room,2,,1 shared bath,,,"[""Wine glasses"", ""Patio or balcony"", ""Cooking basics"", ""Clothing storage"", ""Essentials"", ""Blender"", ""Body soap"", ""Outdoor furniture"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Paid parking off premises"", ""Books and reading material"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Shared backyard \u2013 Not fully fenced"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Park view"", ""Hot water"", ""Conditioner"", ""Coffee maker"", ""TV"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Game console"", ""Baking sheet"", ""Cleaning available during stay"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Paid parking on premises"", ""Dryer"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Heating"", ""Shower gel"", ""Oven"", ""Lock on bedroom door"", ""Gym"", ""Kitchen"", ""Induction stove"", ""Portable fans"", ""Extra pillows and blankets"", ""Sound system"", ""Dining table"", ""Coffee"", ""Shampoo""]",,3,365,3,3,365,365,3.0,365.0,,t,0,0,0,0,2024-09-28,4,3,0,2023-09-27,2024-08-04,5.0,5.0,5.0,4.75,5.0,4.5,5.0,,f,4,2,2,0,0.33
6086,958734145209675933,https://www.airbnb.com/rooms/958734145209675933,20240928012050,2024-09-28,city scrape,"Top floor, modern, luxury, spectacular view.","1 year old apt. <br />8 min walk from the Oslo S.<br />Amazing view.<br />Pier just outside the building and lots of great restaurants. <br />Supermarked, pharmasi and vine store in the basement. <br /><br />Urban and lively, but at the same time secluded and a stone's throw from the water's edge. The best Oslo has to offer.<br />New apartments is about to be built in front, soon most indoor work remains.<br />I have a new apt just outside Oslo 70€,- pr nigh.<br /><br />I can host 4 people if you ask in advance, will cost 500 nok extra pr night","New district, upcoming. <br />Exclusive area, great sea view. <br />7 min from Oslo Central Station.",https://a0.muscache.com/pictures/hosting/Hosting-958734145209675933/original/06e6ebf3-8c7a-43d0-97dd-2836e97536b8.png,48181519,https://www.airbnb.com/users/show/48181519,Nina,2015-11-04,"Oslo, Norway","Dame, 49
Liker bøker, er utadvendt, liker å ha det rent og i orden rundt meg.",within an hour,100%,98%,,https://a0.muscache.com/im/pictures/user/a4a9a9de-c758-49d5-a933-3be338fc32d2.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a4a9a9de-c758-49d5-a933-3be338fc32d2.jpg?aki_policy=profile_x_medium,,3,6,"['email', 'phone']",t,t,"Oslo, Norway",Gamle Oslo,,59.90567135792735,10.75980188095094,Entire condo,Entire home/apt,3,1.0,1 bath,2.0,2.0,"[""Wine glasses"", ""Waterfront"", ""Room-darkening shades"", ""Cooking basics"", ""City skyline view"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Shared backyard"", ""Refrigerator"", ""Paid parking off premises"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""50 inch TV with standard cable"", ""Drying rack for clothing"", ""Park view"", ""Hot water"", ""Conditioner"", ""Ocean view"", ""Wifi"", ""Hot water kettle"", ""Private patio or balcony"", ""Baking sheet"", ""Cleaning available during stay"", ""Paid parking on premises"", ""Smoke alarm"", ""Dishwasher"", ""Harbor view"", ""Hangers"", ""Private entrance"", ""Central heating"", ""Sea view"", ""Clothing storage: closet"", ""Host greets you"", ""Oven"", ""Kitchen"", ""Bay view"", ""Shower gel"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]","$1,391.00",1,60,1,8,1125,1125,2.3,1125.0,,t,4,19,34,268,2024-09-28,84,76,10,2023-08-21,2024-09-24,4.93,4.92,4.98,4.93,5.0,4.86,4.89,,t,1,1,0,0,6.22
6146,964337069031061542,https://www.airbnb.com/rooms/964337069031061542,20240928012050,2024-09-28,city scrape,Ettroms koselig leilighet/hybel,"Simple and peaceful accommodation, which is centrally located. Everything nearby. Selection of food shops, wine monopoly, pharmacy. 200m to the shopping street bogstadveien. <br />The apartment is 22m2, furnished with bed 120m, sofa and coffee table. The apartment also has a spacious bathroom. Wardrobe with plenty of space and a freezer can be used if desired. Drawers in the living room can also be used if desired. Has parking space in the backyard that can be rented for 120kr per day.",,https://a0.muscache.com/pictures/hosting/Hosting-964337069031061542/original/5c4ff772-91d5-46ea-8311-9c4b4a28568f.jpeg,57982487,https://www.airbnb.com/users/show/57982487,Nina,2016-02-09,"Oslo, Norway",,within a few hours,100%,71%,f,https://a0.muscache.com/im/pictures/user/User-57982487/original/cf52eb6a-7251-4bb2-b68c-dd523d828e38.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-57982487/original/cf52eb6a-7251-4bb2-b68c-dd523d828e38.jpeg?aki_policy=profile_x_medium,,1,1,"['email', 'phone']",t,t,,St. Hanshaugen,,59.92712,10.73196,Entire rental unit,Entire home/apt,2,1.0,1 bath,1.0,1.0,"[""Wine glasses"", ""Cooking basics"", ""Essentials"", ""Freezer"", ""Long term stays allowed"", ""Shared backyard"", ""Refrigerator"", ""First aid kit"", ""Elevator"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Lockbox"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Free dryer \u2013 In building"", ""TV"", ""Wifi"", ""Baking sheet"", ""Self check-in"", ""Cleaning products"", ""Luggage dropoff allowed"", ""Single level home"", ""Smoke alarm"", ""Heating"", ""Hangers"", ""Paid street parking off premises"", ""Microwave"", ""Oven"", ""Pets allowed"", ""Kitchen"", ""Washer \u2013\u00a0In building"", ""Stove"", ""Paid parking lot on premises \u2013 1 space""]",$814.00,1,1125,1,1,1125,1125,1.0,1125.0,,t,2,27,57,332,2024-09-28,5,3,0,2023-08-31,2024-03-10,4.2,4.4,4.2,4.6,4.4,4.8,4.0,,f,1,1,0,0,0.38
6272,977638527684302544,https://www.airbnb.com/rooms/977638527684302544,20240928012050,2024-09-28,previous scrape,Central Creative Safe Haven,"Welcome to this unique and creative apartment in the heart of cozy Grünerløkka, Oslo! Perfect for home office and very central to public transport. <br /><br />Grocery store, pharmacy and other just across the street and 2 minutes to tram, subway and bus. Experience charming Rodeløkka as well as lively Grünerløkka with restaurants and shops.","The apartment is located in Rodeløkka, a charming historic neighborhood with a village atmosphere in the middle of the city. The neighborhood is located between Carl Berners Square and trendy Grünerløkka, with a selection of bars, restaurants and shops. The area is known for its old wooden houses that were basically built as a suburb of Christiania outside the city limits in the expansion of urban areas in 1859, and then there was a ban on building wooden houses in the city. This is therefore one of Oslo's few areas with this classic Norwegian village vibe. In 1988, the remaining wooden houses in the area were declared worthy of preservation.",https://a0.muscache.com/pictures/miso/Hosting-945439685926420081/original/483e0c34-012b-46a7-8459-068df835eb1d.jpeg,216983707,https://www.airbnb.com/users/show/216983707,Nina,2018-09-24,"Akershus, Norway","Jeg ble født svært nysgjerrig og har alltid vært fasinert av mennesker, hvordan vi relaterer oss til hverandre og til denne svevende kulen vi liker å kalle ""Jorda"". Dette ledet meg til en grad i klimafysikk, etterfulgt av koordinator for den norske CERN-forskningen og nå Future leaders Global. På fritiden er jeg svært kreativ og elsker dans, fotografi, dikt og musikk. Og ja, jeg spiser desserten før middag.",within a day,90%,66%,f,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/User-216983707/original/197e0481-d5f7-4dee-8d9c-83c80a94d558.jpeg?aki_policy=profile_x_medium,,4,4,"['email', 'phone']",t,t,"Grünerløkka, Oslo, Norway",Grünerløkka,,59.92396227350999,10.776340547510236,Entire rental unit,Entire home/apt,4,,1 bath,2.0,,"[""Wine glasses"", ""Patio or balcony"", ""Cooking basics"", ""Blender"", ""Essentials"", ""Outdoor furniture"", ""Body soap"", ""Freezer"", ""Long term stays allowed"", ""Dedicated workspace"", ""Refrigerator"", ""Paid parking off premises"", ""Books and reading material"", ""Smart lock"", ""Bed linens"", ""Fire extinguisher"", ""Safe"", ""Dishes and silverware"", ""Free washer \u2013 In unit"", ""BBQ grill"", ""Laundromat nearby"", ""Drying rack for clothing"", ""Clothing storage: closet and dresser"", ""Hot water"", ""Conditioner"", ""Wifi"", ""Hot water kettle"", ""Hair dryer"", ""Game console"", ""Baking sheet"", ""HDTV with Amazon Prime Video, Netflix, Apple TV, HBO Max, Disney+"", ""Outdoor dining area"", ""Self check-in"", ""Cleaning products"", ""Paid parking on premises"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Dishwasher"", ""Board games"", ""Hangers"", ""Sonos Bluetooth sound system"", ""Central heating"", ""Gym"", ""Oven"", ""Backyard"", ""Kitchen"", ""Free dryer \u2013 In unit"", ""Portable heater"", ""Portable fans"", ""Shower gel"", ""Stove"", ""Dining table"", ""Coffee"", ""Shampoo""]",,2,365,2,2,365,365,2.0,365.0,,t,0,0,0,0,2024-09-28,0,0,0,,,,,,,,,,,f,4,2,2,0,
